name,asn,peeringdb,manrs,noc,rpki,IRR,traffic_ratio,traffic_volume,pni_volume,routing_practice,no_customer,no_customer_of_customer,min_transit_customer_req,consistent_routes,paid_peering,info_type,policy_general,fac_count,info_ratio,policy_ratio,info_scope,ix_count,never_via_rs,info_traffic,policy_contracts,info_prefixes6,info_prefixes4
IX Australia AS7606,AS7606,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,24,Balanced,0,Australia,0,0,11,not-required,80000,175000
ITANET CONECTA AS52699,AS52699,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,Mostly Inbound,0,South America,2,0,7,not-required,200,250
Fabrizzio Jose Petrucci AS203528,AS203528,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Global,2,0,0,not-required,4,0
PLBNET AS139972,AS139972,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,6,Balanced,0,Asia Pacific,6,0,6,required,100,100
DaKnObNET AS210312,AS210312,1,1,1,1,1,1.0,,,,0,0,-,0,0,Non-Profit,open,5,Balanced,0,Europe,7,0,2,not-required,64,32
Kapteyan A.S. AS60707,AS60707,1,0,1,0,1,1.0,,,,0,0,-,0,0,Enterprise,open,4,Balanced,0,Global,2,0,6,not-required,100,100
JUPITER ONLINE SERVICES AS138917,AS138917,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Asia Pacific,0,0,4,not-required,1,2
Interfibra AS200553,AS200553,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Outbound,0,Europe,2,0,5,not-required,10,25
2degrees Next Gen AS9790,AS9790,1,0,0,1,1,1.0,,,,0,0,-,0,0,NSP,open,22,Mostly Inbound,0,Asia Pacific,7,0,11,not-required,500,2000
pcela AS199763,AS199763,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,4,,0,Europe,11,0,0,not-required,256,0
Home NOC Operators Group AS59105,AS59105,1,1,1,1,1,1.0,,,,0,0,-,0,0,Non-Profit,selective,3,Balanced,0,Regional,3,0,2,not-required,100,50
NAITWAYS SAS AS57119,AS57119,1,0,0,0,0,1.0,,,,0,0,-,1,0,NSP,open,10,Balanced,0,Europe,5,0,7,not-required,10,20
AllWorldIT ZA AS328112,AS328112,1,0,0,0,1,1.0,,,,1,1,-,1,0,NSP,open,17,Mostly Inbound,0,Africa,8,0,7,not-required,50,200
FIBRANETBR AS269462,AS269462,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Regional,1,0,6,not-required,500,500
Multidata Rancana Prima AS58552,AS58552,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,11,Mostly Inbound,0,Asia Pacific,5,0,11,not-required,1000,5000
Axera AS34758 AS34758,AS34758,1,1,0,1,1,1.0,,,,0,0,-,1,0,Cable/DSL/ISP,selective,3,Mostly Inbound,0,Regional,5,0,6,not-required,20,100
Onvox AS1050,AS1050,1,0,1,1,1,1.0,,,,0,0,-,0,0,,open,0,Mostly Inbound,0,,2,0,18,not-required,257,2
Strategic Explorations AS207268,AS207268,0,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Global,16,0,3,not-required,100,10
Pluxcon Ltd (AS57156) AS57156,AS57156,0,0,1,0,1,1.0,,,,0,0,-,0,0,Enterprise,open,3,Balanced,0,Regional,2,0,2,private-only,20,10
Paket Data Andal AS24537,AS24537,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Asia Pacific,0,0,2,not-required,100,500
Karabro AS51519,AS51519,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,2,,0,,9,0,18,not-required,1000,1000
MikroTikSA Networks AS328633,AS328633,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,3,0,3,not-required,1,10
Moe AS213262,AS213262,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Mostly Inbound,0,Global,11,0,2,not-required,1000,100
DMESON CARLOS BARBOZA GONÇALVES DO NASCIMENTO AS271409,AS271409,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,1,0,3,not-required,200,500
Trimitra Usaha Sejahtera AS138823,AS138823,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Mostly Inbound,0,Asia Pacific,6,0,3,not-required,50,100
Haraguroicha Internet Service AS57429,AS57429,0,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Regional,2,0,1,not-required,50,6
Roller Network AS11170,AS11170,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,2,Balanced,0,Regional,2,0,18,not-required,50,100
Claranet AS8426,AS8426,1,0,0,1,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,29,Balanced,0,Regional,14,0,6,not-required,40,800
Alexander Bruegmann AS212085,AS212085,1,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,16,Balanced,0,Global,5,0,1,not-required,100,100
NAU AS197434,AS197434,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Europe,5,0,0,not-required,50,0
Bahnhof AS8473,AS8473,1,0,1,1,1,1.0,,,,0,0,-,1,0,NSP,selective,25,Balanced,0,Europe,12,0,12,not-required,200,1000
Rasi Bintang Perkasa AS138109,AS138109,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Balanced,1,Asia Pacific,6,0,7,required,5,100
IPGLOBE AS53225,AS53225,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,1,,0,Global,0,0,3,not-required,1,12
Forss IT & Bredband AS43809,AS43809,1,0,1,0,0,1.0,,,,0,0,-,0,0,,selective,2,Mostly Inbound,0,Europe,5,0,4,not-required,20,40
Ganawa Juanah AS207414,AS207414,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,,0,0,18,not-required,1,0
Server24 AS34081,AS34081,1,0,1,0,0,1.0,,1.0,,0,0,-,0,0,Content,open,3,Mostly Outbound,0,Europe,0,0,6,not-required,2,5
Digital Residence B.V. AS47207,AS47207,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,6,Balanced,0,Europe,0,0,18,not-required,1,10
MakeNewMedia Communications AS44765,AS44765,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,1,Balanced,0,Global,1,0,3,not-required,1,10
Elisa Corporation AS6667,AS6667,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,selective,15,Mostly Inbound,0,Europe,17,0,11,not-required,200,900
Sargasso Networks Ltd. AS39767,AS39767,0,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,0,Balanced,0,Global,0,0,18,private-only,10,200
VSTNETFIBER TELECOM AS266606,AS266606,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Heavy Inbound,0,Regional,0,0,4,not-required,1,1
Hotchilli Internet (Redcentric) AS8419,AS8419,1,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,5,Balanced,0,Europe,0,0,2,not-required,1,20
TREX Regional Exchanges AS29432,AS29432,0,0,0,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,2,Balanced,0,Regional,1,0,3,required,10,7
SM Da Silva Serviços de Comunicação AS267170,AS267170,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,South America,1,0,4,not-required,3,5
Woodside Energy AS38327,AS38327,1,0,1,0,1,1.0,,,,0,0,-,0,0,Enterprise,selective,4,Mostly Inbound,0,Australia,3,0,18,not-required,5,10
Hosted Backbone AS14713,AS14713,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,5,Balanced,0,Regional,1,0,8,not-required,25,250
GoCodeIT AS835 AS835,AS835,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,5,Balanced,0,North America,4,0,18,not-required,5000,5000
Wi-Manx Limited AS42455,AS42455,1,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,Balanced,0,Europe,4,0,18,not-required,2,30
Brooke Telecom Cooperative AS399494,AS399494,0,0,1,0,1,1.0,,10.0,,0,0,-,0,0,Cable/DSL/ISP,open,2,,0,Regional,1,0,4,not-required,1,7
AARON HONG AS137411,AS137411,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,0,,0,Global,0,0,2,not-required,1,0
xTom Pty Ltd AS8888,AS8888,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,23,Balanced,0,Global,4,0,12,not-required,1000,1000
Optilian AS29246,AS29246,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,2,Balanced,0,Europe,2,0,18,not-required,1,2
MENHERA AS63806,AS63806,1,0,0,1,1,1.0,,,,0,0,-,0,0,Non-Profit,selective,0,,0,Regional,0,0,1,not-required,1,1
EdgeUno MEA AS51095,AS51095,0,0,0,0,0,1.0,,,,0,0,32,0,0,Content,restrictive,6,Heavy Outbound,0,Global,2,0,12,not-required,100,1000
RUDAKI AS211509,AS211509,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Balanced,0,Europe,2,0,4,not-required,200,0
icolo.io AS328162,AS328162,1,1,0,1,1,1.0,,,,0,0,-,0,0,Enterprise,open,5,Mostly Outbound,0,Africa,2,0,2,not-required,1,4
Serverion AS213035,AS213035,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,22,Balanced,0,Global,4,0,9,not-required,300,1500
NaveNet Telecom AS266312,AS266312,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,0,Mostly Inbound,0,Regional,0,0,6,not-required,100,50
GlobalXtreme AS45701,AS45701,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,7,Mostly Inbound,0,Asia Pacific,15,0,18,not-required,50,100
Afghan Wireless Communications Company AS38742,AS38742,1,0,1,0,0,1.0,,1.0,,0,0,-,0,0,NSP,open,1,Mostly Inbound,0,Asia Pacific,0,0,5,not-required,1,31
Stichting Carmel College AS206130,AS206130,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,3,Mostly Inbound,0,Europe,0,0,5,not-required,1,1
iFog CDN & DNS AS202479,AS202479,0,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,0,Mostly Outbound,0,Global,2,0,18,not-required,10,10
C3Aero LLC AS399011,AS399011,1,0,1,0,1,1.0,,,,0,0,-,0,0,Enterprise,restrictive,3,,0,,0,0,18,not-required,1,1
Blizzard Entertainment AS57976,AS57976,0,0,0,0,1,1.0,,,,0,0,-,1,0,Content,open,26,Mostly Outbound,0,Global,75,0,18,not-required,50,250
"TOV ""Kompjuternie Merezhi"" AS35213",AS35213,0,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,5,Balanced,0,Regional,7,0,7,not-required,10,100
BelWü AS553,AS553,1,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,6,Balanced,0,Regional,5,0,8,not-required,100,500
DNS-OARC AS64238,AS64238,0,0,0,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,1,,0,,1,0,18,required,2,2
MEDIA MANAKARRA NET AS140437,AS140437,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Asia Pacific,2,0,4,not-required,0,2
Edgio (Edgecast) -  AS15133 AS15133,AS15133,0,0,0,0,0,1.0,,,,0,0,-,1,0,Content,selective,57,Heavy Outbound,0,Global,95,0,17,not-required,5000,5000
CAMIX Services AS328091,AS328091,0,0,0,0,0,1.0,,,,0,0,-,0,0,Network Services,open,2,Balanced,0,Africa,1,0,3,not-required,1,1
C2M SERVIOS DE INFORMTICA E TELECOMUNICAES AS266178,AS266178,1,0,1,0,1,1.0,,,,0,0,-,1,0,Cable/DSL/ISP,selective,0,Mostly Inbound,0,Regional,0,0,4,not-required,200,100
Phyxia Networks AS35627,AS35627,1,0,1,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,2,Balanced,0,Europe,0,0,0,not-required,5,5
Barnes & Morgan AS35701,AS35701,1,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,selective,5,Mostly Outbound,0,Europe,1,0,1,not-required,15,20
Opera Software China AS136189,AS136189,0,0,1,0,1,1.0,,1.0,,0,0,-,0,0,Enterprise,selective,1,Balanced,0,,0,0,18,not-required,5,10
TOHUNET AS140731,AS140731,0,0,0,1,0,1.0,,,,0,0,-,0,0,Educational/Research,selective,0,Mostly Inbound,0,Global,9,0,2,not-required,1000,100
BUROQNET AS140390,AS140390,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Asia Pacific,3,0,4,not-required,100,200
Inter.link AS5405,AS5405,0,0,0,1,1,1.0,,,,0,0,-,0,0,NSP,selective,57,Balanced,0,Global,9,0,18,not-required,1000,6000
PESAT1 AS9875,AS9875,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,Asia Pacific,4,0,3,not-required,1024,1024
RO-IX RouteServers AS43431,AS43431,0,0,1,0,0,1.0,,,,0,0,-,0,0,Route Server,open,0,Balanced,0,Europe,0,0,7,required,10,10
Online Technology Exchange AS32494,AS32494,1,0,1,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,4,Balanced,0,North America,2,0,18,not-required,3,3
Veilios Hosting AS1002,AS1002,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,4,,0,Global,1,0,7,not-required,1000,1000
OmegaSolutions AS197871,AS197871,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Global,0,0,3,not-required,0,0
Privex AS210083,AS210083,1,0,1,0,1,1.0,,,,0,0,-,0,0,Content,open,2,Balanced,0,Global,5,0,5,not-required,100,100
xTom Tokyo AS3258,AS3258,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,9,Balanced,0,Asia Pacific,2,0,12,not-required,1000,1000
Pangkalan Lintas Data AS149934,AS149934,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Mostly Inbound,0,Asia Pacific,4,0,6,not-required,1024,512
Nathan Sales AS205907 AS205907,AS205907,1,0,0,0,0,1.0,,,,0,0,-,0,0,,selective,0,,0,,0,0,18,not-required,10,10
Videobyte AS49709,AS49709,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,5,Mostly Inbound,0,Regional,4,0,4,not-required,50,50
TAMUKAI NETWORK A AS152184,AS152184,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,,0,Asia Pacific,1,0,2,not-required,16,0
Lancaster-Lebanon IU13 WAN AS14773,AS14773,1,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Heavy Inbound,0,Regional,3,0,6,not-required,100,100
EBOX AS1403,AS1403,1,1,1,1,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,5,Heavy Inbound,0,North America,2,0,10,not-required,50,150
ZAMTEL AS37154,AS37154,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Heavy Inbound,0,Regional,2,0,3,not-required,1,41
Universidade Estadual de Ponta Grossa AS53046,AS53046,1,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Mostly Outbound,0,Regional,2,0,3,not-required,30,30
Rapid-Fire-y AS151420,AS151420,0,0,0,1,1,1.0,,,,0,0,-,0,0,Enterprise,open,8,Mostly Outbound,0,Global,9,0,8,not-required,20,6
SteveYi Network AS7480,AS7480,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,3,,0,,3,0,3,not-required,200,100
ASYMPTOTE NETWORK AS53616,AS53616,1,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,3,Balanced,0,Global,2,0,4,not-required,500,100
Nepustil AS12502 AS12502,AS12502,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Balanced,0,Regional,2,0,2,not-required,40,80
Bastetrix AS393949,AS393949,1,0,0,0,0,1.0,,,,0,0,-,0,0,,open,0,,0,,1,0,18,not-required,16,2
ARTERIA Networks Corporation (Vectant) AS2519,AS2519,0,0,0,0,0,1.0,,0.05,,0,0,-,0,0,NSP,selective,8,Mostly Inbound,0,Global,14,0,12,not-required,200,3000
Configo Systems AS34154,AS34154,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,,0,Europe,2,0,18,not-required,50,50
PT PATRIA LINTAS JAYA AS139365,AS139365,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,Balanced,0,Asia Pacific,3,0,3,not-required,40,3
Quanta Tunas Abadi AS137363,AS137363,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,6,Mostly Inbound,0,Asia Pacific,3,0,4,not-required,1,21
MARKLEY-NETWORK-SERVICES AS398427,AS398427,1,0,0,0,0,1.0,,,,0,0,-,0,0,Network Services,selective,1,Mostly Outbound,0,North America,1,1,18,not-required,20000,2000
ONEMANISP NEXT GENERATION AS206499,AS206499,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,restrictive,9,Balanced,0,Global,6,0,7,not-required,400,200
VSX Networks AS262355,AS262355,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,5,,0,South America,13,0,10,not-required,200,500
NovoServe B.V. AS24875,AS24875,1,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,6,Mostly Outbound,0,Europe,4,0,13,not-required,50,1000
NEXGENET COMPANY LIMITED AS151210,AS151210,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Asia Pacific,0,0,5,not-required,50,512
Lars Ewald AS200372,AS200372,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,2,,0,Regional,4,0,2,not-required,200,0
Haraguroicha Legacy Internet Service AS212359,AS212359,0,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Asia Pacific,1,0,1,not-required,50,6
Init7 AS13030,AS13030,0,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,35,Balanced,0,Global,27,1,18,not-required,4000,10000
GTT Communications (AS3257) AS3257,AS3257,0,0,1,0,0,,,,,0,0,1500,1,0,NSP,restrictive,246,Balanced,1,Global,6,1,18,required,90000,500000
SUNWAY DIGITAL WAVE AS55482,AS55482,0,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,3,Heavy Inbound,0,Asia Pacific,1,0,4,not-required,1,8
Sofia Connect AS47872,AS47872,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,9,Balanced,0,Europe,3,0,8,not-required,35,2000
SATURNO COMUNICAÇÕES AS262784,AS262784,1,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Heavy Inbound,0,Regional,0,0,6,not-required,31,76
Web sQuad Connect AS328137,AS328137,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,9,Balanced,0,Africa,6,0,18,not-required,50,150
Net&Com Serviços de Informática e Telecomunicações Ltda AS263324,AS263324,1,1,1,1,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,6,Heavy Inbound,0,South America,1,0,10,not-required,1000,1000
BKNIX AS63528,AS63528,0,0,0,1,0,1.0,,,,0,0,-,0,0,Non-Profit,open,7,Balanced,0,Asia Pacific,2,0,3,not-required,4,16
2adventure Studios AS198480,AS198480,1,0,1,1,1,1.0,,,,0,0,-,0,0,Content,open,1,Balanced,0,Europe,0,0,3,private-only,100,100
ISC F-ROOT ORD1 AS33071,AS33071,1,0,1,0,1,1.0,,,,0,0,-,0,0,,open,1,,0,,1,0,18,not-required,10,20
Everlife Networks AS131171,AS131171,1,0,0,1,0,1.0,,,,0,0,-,0,0,Network Services,open,0,Balanced,0,Global,5,0,2,not-required,500,0
Alpine North Anycast Network AS48079,AS48079,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Europe,0,0,0,not-required,20,5
FIBERLINK PROVEDORES DE VOZ SOBRE PROTOCOLO INTERN AS264006,AS264006,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Heavy Inbound,0,South America,0,0,6,private-only,2,4
Google LLC AS15169,AS15169,1,0,1,1,1,1.0,,,,0,0,-,0,0,Content,open,143,Mostly Outbound,0,Global,226,0,18,not-required,10000,15000
PT. Sarana Optima Berdikari AS151533,AS151533,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,1,Asia Pacific,0,0,5,required,0,256
Rheintal IX Service AS AS61150,AS61150,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,2,Balanced,0,Regional,1,0,2,not-required,1,1
OCCAID AS30071,AS30071,0,0,1,0,1,1.0,,,,0,0,-,1,0,Educational/Research,selective,4,Balanced,0,Global,3,0,18,not-required,300,10
ConnetU Ltd AS51945,AS51945,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,21,Balanced,0,Europe,3,0,18,not-required,50,100
Mactel AS142381,AS142381,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,,0,Asia Pacific,6,0,3,not-required,0,23
AW Fbra AS61775,AS61775,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,2,0,7,not-required,2,4
ISC F-ROOT ATL1 AS33080,AS33080,1,0,1,0,1,1.0,,,,0,0,-,0,0,,open,1,,0,,1,0,18,not-required,5,5
Sunoaki Network AS47778,AS47778,1,0,1,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Balanced,0,Global,1,0,3,not-required,512,10
Glauca Carrier AS202359,AS202359,1,0,1,0,0,1.0,,,,0,0,-,0,0,,open,1,,0,Europe,0,0,18,not-required,50,50
ELETRONET AS267613,AS267613,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,selective,9,Heavy Inbound,0,South America,27,0,11,required,2000,6000
FRAMNET AS269292,AS269292,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Mostly Inbound,0,Regional,1,0,3,not-required,7,7
IRIDEOS AS3302,AS3302,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,8,Mostly Inbound,0,Regional,5,0,8,not-required,100,700
Sunoaki Network - AS30581 AS30581,AS30581,1,0,1,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Balanced,0,Global,0,0,3,not-required,512,10
TELE2 AS1257,AS1257,0,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,26,Mostly Inbound,0,Europe,16,1,13,not-required,1000,5000
TANET AS131988,AS131988,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,1,0,3,not-required,1,1
Afghan Wireless Backbone ASN AS138322,AS138322,1,0,1,0,0,1.0,,1.0,,0,0,-,0,0,NSP,open,3,Heavy Inbound,0,Asia Pacific,4,0,7,not-required,50,500
Smart Solucoes em Telecomunicacoes AS264293,AS264293,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,1,Balanced,0,South America,3,0,8,not-required,1000,5000
Meis Space AS211960,AS211960,0,0,1,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Europe,4,0,1,not-required,10,1
Zhijie Jin AS149795,AS149795,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Mostly Inbound,0,Global,3,0,1,not-required,20,0
INTERSPACE AS200899,AS200899,1,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Europe,3,0,7,not-required,10000,60000
Chimon Network AS202939,AS202939,1,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,open,0,Mostly Inbound,0,Global,12,0,6,not-required,300,1
PHI TELECOM AS269566,AS269566,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Global,0,0,12,not-required,3400,1200
Coconut Networks Limited (APAC) AS146992,AS146992,1,0,1,1,1,1.0,,,,0,0,-,0,0,NSP,restrictive,0,Mostly Inbound,0,Asia Pacific,0,0,3,not-required,600,0
Yasmin Amanah Media AS139967,AS139967,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,15,Balanced,0,Asia Pacific,6,0,6,private-only,100,200
Box Broadband AS210874,AS210874,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,1,Heavy Inbound,0,Europe,2,0,6,not-required,1,3
LuxNetwork AS29467,AS29467,1,0,1,1,1,1.0,,,,0,0,-,0,0,NSP,open,19,Balanced,0,Europe,8,0,6,not-required,150,500
HEXHU AS138181,AS138181,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Mostly Outbound,0,Global,1,0,2,not-required,5,0
Albin Hakanson AS213366,AS213366,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Europe,0,0,1,not-required,5,0
KODEWORD AS199767,AS199767,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,1,,0,Europe,1,0,18,not-required,10,0
Telcom Networks AS31631,AS31631,1,0,0,0,1,1.0,0.05,,,0,0,-,0,0,Cable/DSL/ISP,selective,6,Mostly Inbound,0,Regional,6,0,18,not-required,20,200
7 Star Dot Com Pvt. Ltd AS18196,AS18196,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Balanced,0,Asia Pacific,0,0,6,not-required,15,100
Amazon.com AS16509,AS16509,0,0,0,0,1,1.0,,,shortest-exit,0,0,-,1,0,Enterprise,selective,170,Balanced,0,Global,150,1,18,not-required,6000,12000
Quickline AG AS15600,AS15600,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,8,Mostly Inbound,0,Europe,4,0,11,required,100,300
Move Up Internet Pty Ltd AS149647,AS149647,1,0,1,0,0,1.0,,,,0,0,-,0,0,,open,1,Mostly Inbound,0,Asia Pacific,2,0,3,not-required,1,2
SpeedRS AS269612 AS269612,AS269612,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,,0,0,4,not-required,30,7
Ukrainian Data Network AS207656,AS207656,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,4,Balanced,0,Europe,3,0,18,not-required,0,0
Si.El.Co. AS201806,AS201806,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Europe,1,0,3,not-required,0,3
"Misaka Network, Inc. (Enterprise Network) AS36260",AS36260,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,0,0,3,not-required,1,3
NetJoin AS64445,AS64445,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Global,4,0,5,not-required,10,20
Abbas G. AS200179,AS200179,1,0,0,1,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Mostly Inbound,0,,2,0,2,not-required,16,8
CSO AS208171,AS208171,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,0,,0,,2,0,18,not-required,10,5
